min_date,max_date,size,dataset
2012-01-01,2013-12-28,111286,flight_initial
2012-01-01,2013-11-30,205001,weather_initial
2012-01-01,2013-11-30,106622,flight_filtered
2012-01-01,2013-11-30,205001,weather_filtered
