year,nbs de vol,% On-time,% Delayed,% Cancelled,% Diverted
2012,6256,81.2549642573471,17.283558379666403,1.1914217633042097,0.27005559968228754
2013,5907,79.36427850655903,18.937100571812984,1.5304406323578876,0.16818028927009754
