Task,Duration (seconds)
read_parquet,25.035806166
Create_tables,36.312890209
Join_tables_first_step,0.441106292
Join_tables_second_step_column,523.324861917
Join_tables_second_step_line,65.075258625
Store_parquet_FinalDf,409.950017
Reload_parquet_FinalDf,0.688165542
